Employee_ID,Age,Gender,Department,Education,Experience_Years,Salary,Overtime_Hours,Projects_Handled,Attendance_Percentage,Training_Hours,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Promotion_Last_5Years,Remote_Work,Performance_Score,Performance_Label
EMP01238,44,Male,Sales,Bachelor's,10,42187.62,2,15,81.5,44,2,1,3.86,1,0,50.9436,Average
EMP01239,40,Male,Operations,Bachelor's,18,56435.95,17,5,89.28,24,4,4,3.98,1,0,71.2694,Good
EMP01240,28,Male,Operations,Master's,6,37153.8,17,20,79.49,48,5,5,3.56,0,0,74.6096,Good
EMP01241,56,Female,HR,Master's,16,51876.25,25,8,86.58,3,3,4,3.29,1,0,60.1371,Good
EMP01242,41,Female,Engineering,Bachelor's,10,31627.7,3,16,98.41,9,2,5,4.4,0,1,83.1481,Excellent
EMP01243,41,Female,Engineering,Bachelor's,14,46265.37,2,12,94.39,43,3,2,3.85,1,0,65.2465,Good
EMP01244,40,Male,Finance,Bachelor's,7,35627.92,21,14,77.41,16,3,2,3.81,1,1,52.6683,Average
EMP01245,37,Male,HR,Master's,15,49101.41,9,13,75.5,0,4,4,3.62,0,1,60.3177,Good
EMP01246,59,Male,Operations,Bachelor's,16,46118.31,15,9,86.08,2,4,2,3.19,1,0,51.7204,Average
EMP01247,42,Female,Marketing,Bachelor's,20,56450.55,2,7,83.03,37,1,1,4.01,0,1,47.2256,Average
EMP01248,50,Male,HR,Master's,4,26829.33,18,17,92.47,29,5,2,3.24,1,1,63.7926,Good
EMP01249,59,Female,Finance,Master's,3,31554.88,19,2,79.58,4,1,2,3.94,0,1,44.1983,Average
EMP01250,45,Female,Finance,Master's,23,56203.26,14,8,89.9,43,4,2,2.65,0,0,52.8437,Average
EMP01251,58,Female,HR,Master's,10,42449.76,4,13,91.12,10,1,1,4.03,1,0,52.1635,Average
EMP01252,50,Female,Finance,Master's,28,69349.59,10,8,87.23,8,2,5,3.61,0,1,66.3275,Good
EMP01253,52,Female,HR,Bachelor's,30,69332.49,8,18,88.42,46,2,2,3.73,1,0,59.1385,Good
EMP01254,60,Male,Sales,Bachelor's,32,73876.73,12,13,100.0,13,3,2,4.49,1,0,72.014,Good
EMP01255,33,Male,HR,Master's,11,41493.6,10,8,86.72,18,1,3,3.43,1,1,52.9921,Average
EMP01256,51,Male,HR,Bachelor's,20,52042.65,20,16,94.7,12,1,3,3.55,0,0,61.1925,Good
EMP01257,25,Male,Finance,PhD,3,30625.48,13,20,79.0,20,4,5,3.33,1,1,67.7528,Good
EMP01258,51,Male,Finance,High School,4,33374.51,0,3,83.09,38,1,2,4.27,0,0,53.0173,Average
EMP01259,26,Male,Engineering,High School,4,30355.06,8,15,81.29,42,3,2,2.93,1,0,50.1592,Average
EMP01260,37,Female,Engineering,PhD,15,48777.32,12,10,95.55,1,4,5,3.35,1,0,74.3692,Good
EMP01261,48,Male,Sales,Master's,9,36745.93,1,18,91.67,29,3,5,3.98,0,1,79.8026,Excellent
EMP01262,25,Female,Engineering,Bachelor's,3,31336.25,3,19,94.43,22,2,3,4.42,1,0,72.1147,Good
EMP01263,29,Female,HR,Master's,7,35520.34,15,2,87.32,26,4,1,3.89,1,1,53.2603,Average
EMP01264,29,Female,Finance,Master's,7,35470.16,9,10,75.27,0,5,5,3.2,1,1,62.821,Good
EMP01265,38,Female,Engineering,Bachelor's,16,49938.36,5,16,91.99,6,3,3,3.34,0,0,62.0982,Good
EMP01266,24,Female,Engineering,High School,2,31058.35,8,8,90.57,1,5,4,3.42,1,0,68.5533,Good
EMP01267,48,Male,Sales,Master's,23,60553.03,1,7,96.94,22,5,1,3.82,0,0,62.7457,Good
EMP01268,55,Male,Operations,Master's,4,28835.49,24,4,92.48,30,3,3,2.9,0,1,56.5304,Good
EMP01269,42,Male,Sales,Bachelor's,20,53563.7,24,9,89.4,50,4,5,3.29,1,1,73.5248,Good
EMP01270,45,Female,HR,Master's,8,36856.1,0,2,91.4,28,5,4,3.37,1,0,68.9398,Good
EMP01271,50,Male,Finance,Master's,4,31992.36,11,16,95.19,13,4,4,4.4,1,1,81.5042,Excellent
EMP01272,60,Male,Sales,Bachelor's,4,28676.66,21,7,94.78,42,5,5,4.12,0,1,85.848,Excellent
EMP01273,27,Female,Engineering,Master's,5,33198.63,21,15,84.48,4,3,5,3.13,1,0,65.2985,Good
EMP01274,35,Female,Finance,Bachelor's,6,35778.29,24,5,76.69,10,1,4,3.82,1,1,53.0708,Average
EMP01275,35,Male,Finance,Bachelor's,13,43499.52,21,1,93.69,45,4,1,4.02,0,0,59.4018,Good
EMP01276,58,Female,Engineering,Master's,0,28941.92,15,20,88.07,40,5,4,2.29,1,0,63.8469,Good
EMP01277,45,Female,Sales,Master's,23,58014.75,1,5,86.32,32,1,5,3.05,0,0,59.5795,Good
EMP01278,34,Female,Engineering,Master's,12,43403.0,12,13,96.55,28,1,1,5.0,1,0,65.8463,Good
EMP01279,22,Male,Operations,Bachelor's,0,20822.89,7,20,86.17,5,1,3,4.01,1,1,59.1599,Good
EMP01280,33,Female,Finance,Bachelor's,11,40866.46,0,13,91.38,6,3,2,4.6,1,1,66.957,Good
EMP01281,45,Female,Marketing,High School,5,32202.32,4,18,98.86,44,3,2,3.8,0,0,68.7766,Good
EMP01282,58,Female,Marketing,Bachelor's,19,52644.3,9,2,91.73,9,3,2,3.62,1,0,54.4692,Average
EMP01283,41,Female,HR,High School,18,50525.82,2,18,82.24,19,3,3,3.14,1,0,55.5253,Good
EMP01284,27,Female,Engineering,Master's,5,31465.43,10,10,85.41,8,4,3,4.8,1,0,71.4613,Good
EMP01285,33,Male,Engineering,Bachelor's,3,30767.28,21,3,88.51,16,5,4,3.87,1,0,70.7561,Good
EMP01286,42,Male,HR,Master's,20,51163.41,4,10,93.15,35,4,3,3.91,0,1,71.1794,Good
EMP01287,24,Female,HR,Bachelor's,2,24279.32,11,9,92.07,45,1,3,4.62,1,1,69.3292,Good
EMP01288,48,Female,HR,Master's,4,30016.96,11,3,83.06,5,5,5,3.21,0,1,65.4489,Good
EMP01289,57,Male,Finance,Bachelor's,5,32255.87,12,6,92.19,0,5,3,3.4,0,0,63.4985,Good
EMP01290,38,Male,Operations,High School,13,42934.74,25,11,100.0,10,1,5,4.19,1,1,78.2795,Excellent
EMP01291,36,Female,Engineering,High School,14,46126.51,13,6,90.49,42,2,4,3.14,0,1,61.6894,Good
EMP01292,60,Female,Finance,Bachelor's,9,39740.42,3,5,83.63,16,5,2,2.61,0,1,47.4858,Average
EMP01293,25,Male,HR,Master's,3,31457.61,2,14,98.06,38,4,1,3.94,0,0,66.4094,Good
EMP01294,38,Female,Engineering,Bachelor's,16,51646.49,16,2,82.37,8,5,2,3.89,1,1,55.8994,Good
EMP01295,59,Female,Finance,Master's,3,26851.23,7,1,99.11,15,1,4,3.06,1,0,59.4063,Good
EMP01296,32,Male,Operations,PhD,10,38457.34,15,5,86.65,26,1,1,3.58,0,0,43.8301,Average
EMP01297,33,Male,Finance,Master's,5,30745.65,10,8,92.84,40,4,2,3.57,1,1,62.7276,Good
EMP01298,53,Male,Operations,Bachelor's,25,64522.02,4,10,83.29,4,1,4,3.28,0,1,53.8677,Average
EMP01299,48,Male,HR,PhD,5,31234.64,15,19,91.63,37,5,4,3.63,0,1,77.4682,Excellent
EMP01300,48,Female,Operations,High School,26,64614.11,23,3,90.81,7,3,5,4.63,0,1,77.9057,Excellent
EMP01301,50,Female,Engineering,Bachelor's,4,28170.06,8,18,96.22,8,4,3,3.5,1,0,68.8005,Good
EMP01302,30,Female,HR,Master's,8,35712.71,12,7,85.23,12,1,5,5.0,0,0,74.7685,Good
EMP01303,24,Female,Engineering,Master's,1,24706.26,7,13,98.39,2,2,5,3.55,0,1,74.1847,Good
EMP01304,60,Male,Marketing,Bachelor's,12,44366.82,21,14,91.57,26,2,2,3.04,0,1,53.2459,Average
EMP01305,50,Male,Sales,Bachelor's,4,28506.63,25,18,71.16,49,3,4,4.94,1,1,71.4927,Good
EMP01306,42,Female,Operations,Bachelor's,20,58569.28,23,12,90.45,36,5,3,2.89,0,1,64.0114,Good
EMP01307,56,Female,Sales,Bachelor's,34,76431.1,4,8,68.62,19,3,4,2.13,1,1,40.3633,Average
EMP01308,31,Female,Sales,Bachelor's,9,37043.55,8,18,77.26,32,5,1,4.09,1,0,57.0284,Good
EMP01309,44,Male,Operations,PhD,19,54182.61,5,6,85.54,12,2,2,5.0,1,0,62.0652,Good
EMP01310,60,Male,HR,PhD,21,54872.63,1,12,73.8,23,1,5,3.2,1,0,54.9755,Average
EMP01311,46,Male,Marketing,Master's,24,58875.32,6,3,81.69,49,3,3,3.59,1,0,56.4505,Good
EMP01312,45,Female,Engineering,Bachelor's,3,30896.56,16,3,87.09,41,1,3,2.96,0,0,49.3211,Average
EMP01313,41,Female,Finance,Master's,2,30737.85,25,16,87.17,23,2,3,3.45,0,0,59.2216,Good
EMP01314,36,Female,Engineering,PhD,14,46761.98,11,17,80.41,19,5,1,2.93,1,0,47.514,Average
EMP01315,42,Male,Finance,Master's,3,27042.26,0,16,88.98,26,1,5,4.13,1,0,74.1061,Good
EMP01316,33,Female,Engineering,Bachelor's,6,32367.7,14,13,98.82,17,2,3,4.4,0,0,73.431,Good
EMP01317,39,Male,Operations,Bachelor's,6,37058.08,23,13,87.19,27,4,4,2.6,1,0,61.3784,Good
EMP01318,44,Female,Marketing,High School,22,59588.72,20,12,83.67,35,3,3,4.4,0,1,67.8199,Good
EMP01319,50,Female,Finance,Master's,14,43744.98,10,2,91.02,32,5,3,2.9,1,1,60.0255,Good
EMP01320,57,Male,HR,Master's,6,32573.17,9,14,79.69,31,5,3,3.75,1,0,65.075,Good
EMP01321,26,Male,Engineering,Master's,3,29874.86,15,10,96.57,6,4,1,4.16,0,0,62.6336,Good
EMP01322,60,Female,Engineering,Bachelor's,33,74212.19,8,19,97.54,14,3,5,3.38,0,0,76.6617,Excellent
EMP01323,47,Male,Finance,Bachelor's,18,56178.02,11,5,100.0,13,1,4,2.66,0,1,57.8609,Good
EMP01324,60,Male,HR,Bachelor's,26,62536.81,21,16,92.0,34,2,2,2.86,0,0,53.1571,Average
EMP01325,32,Male,HR,Bachelor's,4,32198.67,14,5,79.58,50,2,3,4.16,0,1,58.3477,Good
EMP01326,32,Male,Operations,Bachelor's,10,40594.64,15,2,96.1,39,1,5,4.28,1,1,75.9379,Excellent
EMP01327,39,Male,Operations,Master's,13,41180.55,0,6,75.32,30,1,1,2.4,1,0,27.2069,Poor
EMP01328,33,Female,Operations,Bachelor's,11,36713.58,5,12,97.67,50,3,4,4.54,1,1,83.3067,Excellent
EMP01329,37,Female,Operations,Master's,9,37730.59,12,13,89.17,49,4,5,2.99,0,0,72.3144,Good
EMP01330,48,Female,Operations,Bachelor's,26,64836.83,0,13,84.04,30,2,3,3.14,1,0,54.4225,Average
EMP01331,57,Female,Operations,Bachelor's,0,28179.66,12,14,84.74,25,4,5,3.82,1,0,75.7307,Excellent
EMP01332,38,Male,Marketing,Bachelor's,16,47434.74,4,19,86.58,24,3,1,2.0,0,1,38.7547,Average
EMP01333,42,Female,HR,Master's,20,55949.2,2,15,97.09,45,1,2,3.7,0,0,61.8099,Good
EMP01334,58,Male,Operations,High School,6,33419.57,11,3,73.22,5,2,1,3.42,1,0,33.6581,Poor
EMP01335,52,Female,HR,Master's,30,73454.77,25,9,91.29,50,4,2,3.93,0,0,65.2857,Good
EMP01336,56,Female,HR,Bachelor's,16,48920.0,9,10,94.42,26,5,3,3.43,1,1,69.3642,Good
EMP01337,48,Male,Sales,Master's,26,63120.28,8,7,79.31,31,2,4,4.25,0,0,63.878,Good
EMP01338,44,Female,Marketing,Master's,22,58340.85,16,14,100.0,11,5,1,2.92,1,0,58.5406,Good
EMP01339,53,Female,Operations,Bachelor's,27,65885.67,5,17,97.67,46,5,4,3.94,0,0,84.2422,Excellent
EMP01340,38,Female,Engineering,Master's,16,51792.74,13,14,82.46,29,5,1,3.31,1,0,52.7911,Average
EMP01341,32,Female,Finance,Bachelor's,6,34010.15,2,10,89.82,23,5,4,2.31,1,1,61.4303,Good
EMP01342,22,Female,Engineering,Master's,0,25860.61,24,5,80.32,23,2,2,3.04,0,0,42.3625,Average
EMP01343,49,Female,Marketing,Bachelor's,19,50191.89,17,18,84.93,21,5,5,3.59,0,0,76.3415,Excellent
EMP01344,39,Female,Finance,Bachelor's,13,42189.26,6,17,75.55,3,2,5,3.46,1,1,60.0567,Good
EMP01345,41,Male,Marketing,Master's,19,52747.13,8,18,88.44,18,1,2,3.09,1,0,48.8562,Average
EMP01346,28,Female,HR,Master's,0,25207.51,14,4,77.92,24,4,2,2.92,1,0,44.4969,Average
EMP01347,58,Female,Finance,Bachelor's,24,59476.66,18,20,80.09,4,4,3,3.53,1,0,58.6173,Good
EMP01348,37,Female,HR,Master's,15,48067.07,15,1,91.5,3,4,1,4.56,1,0,59.0071,Good
EMP01349,60,Female,Engineering,Bachelor's,7,34453.38,18,13,90.52,28,1,4,3.41,0,0,63.1436,Good
EMP01350,44,Female,Engineering,Bachelor's,19,56896.6,18,10,80.77,8,4,2,2.64,1,1,44.6097,Average
EMP01351,53,Female,Finance,Master's,29,68086.6,16,15,76.18,50,1,4,5.0,0,0,70.1156,Good
EMP01352,38,Male,Finance,Bachelor's,3,30361.65,24,5,92.58,37,3,1,1.95,0,0,39.3831,Average
EMP01353,40,Female,Operations,Bachelor's,18,51563.49,24,18,93.57,39,2,4,4.76,0,1,81.3004,Excellent
EMP01354,55,Female,Marketing,Master's,26,63813.97,5,4,96.21,33,3,5,3.61,1,0,75.3509,Excellent
EMP01355,35,Male,Operations,Bachelor's,9,39592.7,24,1,96.25,7,1,3,3.31,1,0,53.9272,Average
EMP01356,24,Male,Marketing,Master's,2,28275.98,24,10,90.83,10,5,1,3.23,0,1,53.7446,Average
EMP01357,60,Female,Operations,Bachelor's,32,71956.6,0,17,86.69,33,1,1,3.35,1,0,46.5711,Average
EMP01358,46,Female,HR,High School,10,40670.05,18,3,83.53,45,2,3,3.39,1,1,53.3125,Average
EMP01359,32,Female,Finance,Bachelor's,10,39683.03,14,4,92.8,31,3,1,4.76,1,0,63.1054,Good
EMP01360,36,Male,Engineering,Master's,10,41165.25,2,12,80.46,31,1,3,2.71,1,0,45.6154,Average
EMP01361,40,Male,Marketing,Master's,3,31795.24,16,11,91.54,48,2,2,3.38,0,1,56.4622,Good
EMP01362,36,Female,Marketing,High School,14,47984.07,5,3,74.57,4,5,2,3.42,1,1,46.8699,Average
EMP01363,36,Female,Engineering,High School,4,28875.68,3,11,92.94,31,3,4,3.47,0,0,69.72,Good
EMP01364,59,Male,Operations,PhD,4,24942.56,7,3,89.82,4,3,5,4.77,1,1,78.2015,Excellent
EMP01365,36,Male,Marketing,High School,14,50515.24,21,4,81.02,31,4,5,3.36,0,0,66.0047,Good
EMP01366,30,Male,HR,Master's,8,38049.24,3,3,87.37,0,3,1,2.88,1,1,39.7738,Average
EMP01367,26,Male,Finance,Bachelor's,2,28754.65,20,12,87.1,5,4,1,4.92,0,1,64.0324,Good
EMP01368,40,Female,Engineering,Master's,7,34076.5,1,12,100.0,38,3,4,3.09,1,1,71.9226,Good
EMP01369,45,Male,Finance,Bachelor's,22,53899.93,9,17,85.92,24,3,5,3.54,1,1,71.8406,Good
EMP01370,50,Male,Marketing,Master's,22,53994.05,11,8,90.33,26,1,2,3.01,1,1,47.3103,Average
EMP01371,26,Female,Marketing,Master's,1,25825.42,0,10,92.05,45,5,2,3.28,1,0,62.9526,Good
EMP01372,43,Male,Engineering,Bachelor's,20,55306.06,11,16,85.85,13,5,3,4.0,0,0,69.6704,Good
EMP01373,34,Female,HR,High School,12,46370.45,22,19,100.0,47,3,2,3.65,0,0,68.2136,Good
EMP01374,50,Male,Sales,Master's,19,53986.38,9,15,88.96,8,3,5,3.18,0,1,68.9618,Good
EMP01375,37,Female,Engineering,Master's,15,48839.48,11,11,70.19,27,4,3,3.64,1,0,54.0497,Average
EMP01376,57,Male,Sales,High School,6,32934.76,18,7,88.28,49,5,1,4.52,0,1,65.2873,Good
EMP01377,38,Female,Operations,High School,16,48084.4,2,7,100.0,23,1,4,2.94,1,0,62.0429,Good
EMP01378,41,Female,Sales,Master's,19,50553.37,21,18,84.01,8,5,5,3.99,0,0,77.9938,Excellent
EMP01379,35,Male,HR,Bachelor's,9,36043.42,18,19,91.38,35,2,2,2.61,1,0,50.6996,Average
EMP01380,27,Female,Operations,Master's,5,30023.74,22,16,82.73,38,5,3,2.9,0,1,60.6168,Good
EMP01381,43,Female,Sales,Bachelor's,11,40773.2,6,3,86.74,36,1,2,3.63,1,1,49.4841,Average
EMP01382,30,Male,Operations,Master's,2,24672.27,20,6,97.24,48,5,1,3.2,1,1,58.9147,Good
EMP01383,53,Female,Sales,PhD,2,26377.45,0,1,94.16,41,1,2,4.64,0,0,62.619,Good
EMP01384,45,Female,HR,PhD,12,42921.68,12,1,90.62,33,4,2,4.1,0,0,62.4949,Good
EMP01385,54,Male,Sales,Bachelor's,30,65193.98,8,15,88.97,2,3,4,4.16,0,0,71.9739,Good
EMP01386,34,Male,Sales,Master's,12,45964.41,15,20,86.9,20,4,2,4.93,1,0,71.6834,Good
EMP01387,56,Female,Sales,Bachelor's,5,36063.02,17,11,90.07,38,3,4,2.97,1,0,64.2632,Good
EMP01388,27,Female,Engineering,Master's,5,34565.91,14,10,97.13,36,4,3,2.85,1,0,64.467,Good
EMP01389,51,Female,Engineering,Bachelor's,29,69283.76,19,3,88.06,41,4,1,3.75,0,0,54.3295,Average
EMP01390,59,Female,Engineering,High School,8,37652.09,14,4,90.46,35,3,4,3.59,0,0,66.805,Good
EMP01391,37,Female,HR,PhD,5,33562.9,14,12,78.97,1,1,2,3.61,1,0,44.5751,Average
EMP01392,22,Male,Operations,High School,0,25172.24,9,6,81.28,16,2,3,3.22,0,1,49.1877,Average
EMP01393,39,Female,Marketing,Master's,17,50864.0,25,20,99.19,50,3,4,2.92,0,0,71.2751,Good
EMP01394,43,Male,Sales,Master's,18,48677.8,17,19,94.7,40,1,4,3.36,1,0,67.3373,Good
EMP01395,47,Male,Sales,Master's,15,47732.32,14,16,92.03,28,1,3,3.11,1,1,57.2784,Good
EMP01396,35,Male,HR,Bachelor's,13,45497.3,11,10,96.85,24,1,1,4.28,0,0,58.1059,Good
EMP01397,58,Male,Sales,Bachelor's,10,40676.6,0,6,90.56,20,5,3,3.51,1,1,65.5013,Good
EMP01398,35,Female,Engineering,Master's,13,46796.16,12,20,90.38,18,3,1,4.28,0,1,60.5134,Good
EMP01399,47,Female,Marketing,Bachelor's,25,65438.63,16,5,85.2,28,3,1,2.84,0,0,41.6559,Average
EMP01400,57,Female,Finance,Bachelor's,19,52449.28,16,10,90.03,2,4,2,3.56,0,0,57.8572,Good
EMP01401,44,Male,Sales,Bachelor's,20,52731.67,6,12,79.41,38,3,4,3.04,1,1,58.6193,Good
EMP01402,23,Male,Engineering,Bachelor's,1,29011.67,10,18,80.73,11,1,3,3.33,0,1,50.4677,Average
EMP01403,60,Female,Finance,Master's,32,74330.52,11,3,81.59,43,2,1,4.18,1,0,49.0641,Average
EMP01404,28,Male,Marketing,Bachelor's,6,32854.55,8,5,100.0,50,2,3,4.54,0,0,74.4609,Good
EMP01405,60,Female,Finance,Master's,9,38053.27,14,3,87.94,25,4,4,4.45,1,1,73.854,Good
EMP01406,43,Male,Engineering,Bachelor's,21,55892.08,0,3,90.86,38,3,3,2.88,0,1,55.7576,Good
EMP01407,49,Male,Operations,Bachelor's,8,37541.65,25,9,83.09,30,2,5,4.03,1,0,70.0213,Good
EMP01408,59,Male,Operations,High School,35,80373.31,21,4,86.72,7,3,3,2.92,0,0,50.7929,Average
EMP01409,41,Male,Finance,Bachelor's,10,38208.83,10,20,84.01,34,4,1,4.05,1,0,58.5809,Good
EMP01410,39,Male,HR,Bachelor's,9,39085.28,4,17,78.05,4,3,2,2.71,1,0,42.6329,Average
EMP01411,45,Male,Finance,Master's,6,34511.96,18,7,81.61,26,4,5,3.73,0,1,70.279,Good
EMP01412,54,Male,Sales,Bachelor's,15,43526.1,17,13,75.1,25,5,2,2.87,0,1,48.4989,Average
EMP01413,47,Female,Sales,Bachelor's,25,67509.67,17,12,89.63,26,2,2,4.2,1,0,61.4218,Good
EMP01414,40,Female,Operations,Bachelor's,18,52418.88,17,18,95.75,12,4,4,2.81,1,1,67.9229,Good
EMP01415,34,Male,HR,Bachelor's,12,45313.07,22,15,85.15,22,4,2,3.8,0,1,60.9306,Good
EMP01416,31,Male,Engineering,PhD,9,35264.28,19,5,91.98,0,4,2,3.96,0,0,60.3754,Good
EMP01417,35,Female,Sales,Bachelor's,11,45354.38,6,1,85.79,49,4,3,3.11,1,0,56.4916,Good
EMP01418,30,Male,Operations,High School,8,36295.19,13,9,94.89,27,4,5,3.2,1,1,74.8409,Good
EMP01419,32,Female,Marketing,High School,10,35393.33,25,9,86.84,14,4,5,3.72,0,0,73.0679,Good
EMP01420,24,Female,Operations,PhD,2,25155.42,0,13,99.76,12,3,3,4.13,0,1,73.6165,Good
EMP01421,33,Female,Sales,Bachelor's,7,33042.71,25,11,84.82,39,1,1,4.66,1,1,55.8096,Good
EMP01422,56,Female,Sales,Master's,3,27953.21,19,9,100.0,4,4,5,4.15,1,0,84.0685,Excellent
EMP01423,60,Female,Operations,High School,7,32920.37,8,5,77.02,38,1,5,4.26,1,0,64.9656,Good
EMP01424,60,Male,Engineering,PhD,22,59620.9,15,14,89.0,25,5,5,3.86,1,0,81.2181,Excellent
EMP01425,53,Male,Finance,Master's,15,47858.03,22,16,83.45,46,5,4,3.39,0,0,70.5915,Good
EMP01426,60,Female,Sales,Master's,33,75522.55,25,2,91.79,6,2,5,3.84,1,0,68.5889,Good
EMP01427,35,Male,Operations,High School,13,45360.08,5,15,78.14,34,4,1,3.51,0,0,50.1638,Average
EMP01428,22,Female,Operations,Bachelor's,0,24509.87,6,17,80.14,48,2,5,3.87,1,1,70.2109,Good
EMP01429,48,Male,HR,Bachelor's,4,27881.19,17,5,82.54,21,2,1,1.88,0,1,28.3816,Poor
EMP01430,58,Male,Finance,Bachelor's,6,30977.4,0,10,81.7,8,2,5,4.55,1,0,71.9292,Good
EMP01431,22,Male,Marketing,Bachelor's,0,22062.37,25,15,85.69,0,2,1,4.9,1,1,58.6545,Good
EMP01432,50,Male,Engineering,High School,27,63316.07,24,20,74.08,14,3,3,2.62,1,1,45.3629,Average
EMP01433,45,Male,Marketing,Master's,3,32886.84,15,4,91.49,29,4,5,4.17,1,0,79.3971,Excellent
EMP01434,38,Male,Finance,Bachelor's,16,46008.33,17,4,93.44,2,3,1,4.28,0,0,56.4163,Good
EMP01435,56,Male,Finance,Bachelor's,8,39956.34,17,7,71.66,5,2,4,3.63,0,1,51.1179,Average
EMP01436,52,Male,Finance,High School,30,67891.65,18,1,95.48,30,4,4,2.1,0,1,57.706,Good
EMP01437,53,Female,Marketing,PhD,25,59789.67,12,20,79.71,4,5,3,3.3,0,0,58.8833,Good
EMP01438,40,Female,Finance,Bachelor's,10,40843.14,18,2,83.88,3,3,2,3.02,0,0,43.7364,Average
EMP01439,52,Male,Operations,Master's,19,56034.46,2,19,87.78,24,5,4,4.55,1,1,81.8224,Excellent
EMP01440,60,Male,Marketing,Bachelor's,14,42751.42,19,4,84.85,10,4,5,3.49,1,1,67.4333,Good
EMP01441,41,Male,Finance,High School,19,53320.7,16,1,79.78,42,2,3,3.72,1,0,53.0931,Average
EMP01442,49,Female,Operations,Bachelor's,8,39374.22,10,1,82.58,13,4,1,4.08,1,1,50.3014,Average
EMP01443,24,Male,HR,Bachelor's,2,29821.78,16,3,87.01,24,2,1,3.39,1,0,43.885,Average
EMP01444,53,Male,Finance,Master's,10,36910.2,11,18,85.16,48,5,1,3.04,0,1,53.5428,Average
EMP01445,43,Female,Marketing,Master's,21,56090.16,11,3,83.48,26,4,1,4.1,0,1,53.1062,Average
EMP01446,36,Female,Sales,Bachelor's,5,29281.89,19,3,84.42,28,4,5,3.7,1,0,70.418,Good
EMP01447,59,Female,Finance,PhD,20,55748.26,15,13,92.14,40,4,4,3.35,0,1,72.3323,Good
EMP01448,40,Male,Sales,Bachelor's,11,41831.05,0,1,87.75,0,3,1,3.12,0,1,41.3282,Average
EMP01449,52,Female,Operations,PhD,6,35130.16,19,13,75.57,45,1,5,1.92,0,0,46.9753,Average
EMP01450,47,Male,HR,PhD,1,24589.94,12,5,88.57,4,3,3,4.45,0,0,65.4165,Good
EMP01451,26,Female,Engineering,Bachelor's,4,29601.95,1,17,95.85,20,5,5,4.22,0,1,88.5619,Excellent
EMP01452,41,Male,HR,Bachelor's,19,55476.99,15,11,89.61,39,2,3,4.88,0,1,73.2216,Good
EMP01453,23,Male,Finance,Bachelor's,1,28561.95,6,10,99.38,36,5,4,4.45,1,0,87.4034,Excellent
EMP01454,42,Male,Sales,Master's,19,56844.53,21,15,74.73,33,4,1,4.18,1,0,53.8401,Average
EMP01455,57,Female,Sales,Bachelor's,1,29342.16,1,13,84.52,1,1,2,3.77,1,1,49.8739,Average
EMP01456,49,Male,Marketing,PhD,27,62202.59,17,10,100.0,44,4,3,3.02,1,1,68.1778,Good
EMP01457,41,Male,Sales,Master's,19,55948.23,16,9,91.99,50,3,2,3.99,0,1,63.7374,Good
EMP01458,58,Male,Marketing,Bachelor's,16,48931.07,15,7,76.96,17,2,5,3.51,1,0,59.6022,Good
EMP01459,60,Female,Operations,Bachelor's,21,57954.97,19,10,91.99,14,5,5,4.5,0,1,86.0585,Excellent
EMP01460,57,Male,Engineering,Master's,0,24323.8,17,9,86.22,45,3,2,3.58,1,0,56.5702,Good
EMP01461,32,Male,Finance,Bachelor's,10,38170.04,20,13,94.55,32,1,4,3.51,0,0,66.975,Good
EMP01462,24,Male,Marketing,Master's,2,27430.58,19,16,86.04,10,3,1,2.89,1,0,44.8112,Average
EMP01463,58,Male,Engineering,Bachelor's,13,44629.15,15,2,95.37,50,3,5,4.41,0,1,81.7241,Excellent
EMP01464,41,Female,Sales,Bachelor's,19,54080.23,0,8,86.66,28,1,2,2.91,0,1,44.3481,Average
EMP01465,53,Male,Sales,High School,31,73447.26,20,7,90.29,28,5,2,3.96,1,1,65.4082,Good
EMP01466,46,Female,Engineering,Master's,5,30424.55,4,2,98.94,7,2,3,4.45,0,0,68.4946,Good
EMP01467,42,Female,Sales,Bachelor's,20,52750.49,14,1,89.51,0,3,2,3.54,1,1,51.0712,Average
EMP01468,37,Male,Operations,Master's,15,44240.53,12,4,78.62,29,4,2,3.71,1,1,52.3189,Average
EMP01469,22,Female,Operations,Bachelor's,0,24555.78,4,6,80.15,42,5,3,2.51,0,0,52.2103,Average
EMP01470,44,Female,Engineering,Master's,7,33750.78,17,2,97.96,9,5,3,2.56,0,0,59.1106,Good
EMP01471,45,Female,Marketing,Master's,23,58837.8,19,7,70.48,5,1,5,2.69,1,0,44.6132,Average
EMP01472,46,Male,Marketing,High School,24,61049.29,4,10,82.01,44,5,4,4.11,1,1,73.9501,Good
EMP01473,28,Female,Engineering,Master's,6,30434.76,15,9,100.0,0,4,5,2.82,1,1,72.0532,Good
EMP01474,59,Female,Marketing,High School,1,25388.99,10,2,85.19,8,5,4,4.14,1,1,69.8298,Good
EMP01475,60,Male,Marketing,Bachelor's,7,36225.38,10,15,90.59,49,2,1,2.63,1,1,45.8614,Average
EMP01476,56,Male,Operations,Bachelor's,24,61137.61,21,15,81.79,42,1,3,3.43,0,0,54.898,Average
EMP01477,35,Female,Marketing,Master's,13,43751.81,22,16,91.57,15,4,5,3.08,1,0,72.9199,Good
EMP01478,30,Female,HR,PhD,8,36928.78,25,2,94.1,2,2,3,3.28,0,1,54.7557,Average
